tenure,monthly_charges,support_tickets,usage,churn
32,756,0,13,1
52,1675,2,93,1
15,1104,6,5,1
3,304,6,58,1
37,349,4,59,0
40,345,0,76,0
40,915,7,59,1
56,1073,9,77,1
23,498,7,86,1
11,1390,9,15,1
64,1936,9,77,1
8,845,9,1,1
56,922,1,38,0
60,1271,9,53,1
10,837,2,52,0
39,438,3,1,1
28,1230,0,11,1
49,663,3,58,0
36,652,4,40,0
13,983,2,86,0
36,1096,9,99,1
26,570,1,60,0
4,1772,5,44,1
64,686,7,6,1
38,1434,6,28,1
22,364,0,31,0
2,1348,3,8,1
31,1560,2,5,1
11,391,5,54,0
46,929,8,17,1
62,413,8,38,1
69,773,6,9,1
64,1551,8,74,1
10,1156,7,84,1
40,580,4,78,0
24,872,8,14,1
44,1801,6,26,1
60,997,4,93,0
62,438,7,62,1
17,1755,6,91,1
65,899,8,25,1
57,1305,9,80,1
55,1586,0,36,1
53,704,8,98,1
56,401,6,80,1
9,1119,0,33,0
22,1727,0,3,1
13,1867,4,87,1
48,236,7,11,1
18,843,8,58,1
40,1812,5,64,1
17,1824,9,18,1
15,1625,7,47,1
15,964,5,44,0
63,905,5,93,0
39,1399,3,59,0
13,744,4,50,0
32,1793,1,69,1
9,1690,2,88,1
40,1424,2,29,0
20,739,4,93,0
63,1770,4,90,1
44,1216,5,67,0
38,1860,4,2,1
60,593,5,25,0
71,1032,7,19,1
48,1265,1,40,0
18,796,3,2,1
16,592,5,83,0
55,899,4,65,0
39,1846,0,62,1
68,640,8,91,1
59,1840,2,54,1
62,1729,1,45,1
13,1117,8,49,1
6,519,6,99,1
60,752,4,69,0
14,1438,5,38,0
54,1294,3,4,1
4,767,0,17,1
39,1118,3,53,0
25,435,8,85,1
32,1504,0,53,1
59,1186,9,31,1
63,1840,2,22,1
38,1385,4,11,1
53,1414,6,34,1
67,1232,8,15,1
28,259,5,10,1
3,1092,2,96,0
22,424,6,53,1
38,899,3,48,0
62,781,2,31,0
57,1510,6,37,1
6,1193,6,28,1
32,368,3,31,0
10,1285,6,70,1
3,1572,1,14,1
59,1665,0,87,1
49,213,1,16,1
59,363,3,25,0
31,1643,7,39,1
69,956,2,66,0
62,1743,9,38,1
52,1889,5,41,1
41,1771,5,98,1
31,1783,8,40,1
22,1820,8,64,1
4,1251,3,89,0
13,1931,8,16,1
45,645,5,82,0
42,1431,1,77,0
49,1693,9,59,1
20,915,5,91,0
54,1175,1,98,0
36,1018,7,11,1
1,303,3,1,1
15,941,4,13,1
17,625,7,30,1
24,1324,7,69,1
58,1764,5,18,1
23,838,3,78,0
46,1049,0,13,1
8,1745,6,32,1
59,1329,7,71,1
59,1902,8,72,1
13,968,1,50,0
39,476,0,71,0
28,1288,3,80,0
61,1099,4,31,0
16,387,9,51,1
2,1540,0,27,1
17,1361,4,60,0
30,1566,5,33,1
13,304,2,53,0
13,745,6,93,1
43,579,5,72,0
21,309,3,33,0
55,744,2,41,0
40,553,4,19,1
15,942,2,85,0
52,516,9,41,1
53,1489,8,85,1
52,1917,8,89,1
30,1288,5,42,0
33,532,5,23,0
57,1736,3,75,1
52,1356,3,33,0
9,791,1,20,0
54,982,9,25,1
1,1976,3,90,1
44,739,7,52,1
9,934,9,12,1
32,1758,1,32,1
15,1719,8,33,1
12,820,0,74,0
57,818,1,68,0
8,1880,1,15,1
27,1592,5,51,1
62,1108,6,6,1
12,1874,2,91,1
65,1191,8,69,1
42,298,4,69,0
62,516,4,82,0
11,322,3,92,0
43,1543,8,35,1
17,998,7,86,1
32,1816,3,34,1
40,1718,3,63,1
23,656,1,68,0
56,721,8,18,1
6,719,2,26,0
50,1116,3,86,0
37,916,6,97,1
64,514,9,61,1
54,908,7,78,1
49,909,7,95,1
11,1765,3,74,1
49,1702,6,88,1
21,1243,9,85,1
66,759,0,48,0
63,1168,5,72,0
28,1353,5,96,0
17,1516,5,31,1
6,1355,1,34,0
19,555,7,87,1
56,1277,4,89,0
28,1089,4,7,1
66,992,1,83,0
38,1610,3,7,1
37,464,8,47,1
68,1181,8,8,1
49,1438,5,78,0
43,1683,8,1,1
36,1681,3,77,1
58,1001,0,3,1
13,242,1,53,0
52,1809,0,92,1
58,1061,7,38,1
32,1501,8,51,1
60,1977,9,15,1
58,1353,5,67,0
56,549,1,64,0
28,1929,5,68,1
1,1767,8,5,1
42,1329,2,90,0
48,1111,8,89,1
40,1939,1,10,1
63,200,4,8,1
4,1980,1,12,1
38,783,6,64,1
27,631,9,59,1
9,1529,8,67,1
16,1750,6,91,1
56,252,4,50,0
31,1139,3,23,0
14,719,3,40,0
25,1553,9,97,1
34,1781,7,78,1
67,1548,9,87,1
24,1337,9,95,1
26,346,9,77,1
20,1389,9,76,1
64,1602,9,99,1
10,1362,0,18,1
67,828,4,21,0
24,498,1,1,1
5,1499,8,38,1
67,988,6,41,1
58,1049,9,42,1
27,377,7,9,1
15,1041,5,23,0
35,1577,8,78,1
53,1377,5,11,1
44,1424,6,71,1
26,1077,6,31,1
47,1338,8,88,1
34,1894,7,26,1
50,1777,0,30,1
12,958,3,34,0
4,1291,6,46,1
48,1668,7,69,1
55,644,6,5,1
1,1549,2,61,1
66,907,3,83,0
30,801,6,38,1
3,1846,7,28,1
21,1582,6,26,1
49,344,5,61,0
62,474,8,23,1
38,708,8,46,1
15,1402,6,30,1
52,952,7,67,1
46,676,5,92,0
25,1637,0,33,1
21,1376,0,3,1
5,1327,5,69,0
70,1298,1,83,0
47,1351,7,42,1
68,1934,0,62,1
18,865,1,58,0
21,767,7,57,1
23,1568,5,1,1
64,730,9,73,1
67,358,1,60,0
40,1761,1,69,1
10,1649,6,59,1
52,880,4,46,0
61,222,4,34,0
64,1270,7,97,1
5,724,6,25,1
53,928,8,42,1
55,1929,3,29,1
37,343,9,25,1
56,1808,3,54,1
59,867,1,73,0
69,1812,2,67,1
59,1642,0,15,1
2,880,0,4,1
65,1172,6,38,1
60,998,4,20,0
51,284,2,23,0
30,615,6,37,1
11,893,1,62,0
39,681,2,8,1
63,655,0,37,0
64,1026,7,45,1
61,496,1,97,0
54,1335,6,33,1
58,1453,8,7,1
56,1319,5,22,0
34,1149,1,5,1
31,879,1,15,1
52,577,8,21,1
1,1379,9,89,1
55,620,7,17,1
22,304,8,56,1
40,1928,3,50,1
1,529,3,7,1
65,638,1,50,0
63,1355,9,60,1
54,581,0,83,0
42,337,9,7,1
21,1142,3,40,0
22,1042,9,45,1
38,469,9,59,1
8,1773,7,88,1
62,595,1,75,0
47,1780,7,55,1
17,1112,0,64,0
17,663,0,65,0
13,1898,3,54,1
17,649,6,96,1
38,1554,8,40,1
45,1476,4,53,0
6,1904,1,44,1
35,1508,6,63,1
14,1497,1,2,1
61,219,8,79,1
15,438,8,21,1
54,1493,2,88,0
27,617,7,50,1
13,1533,3,81,1
31,1254,2,52,0
35,1327,0,9,1
60,1905,4,99,1
6,385,3,20,0
69,1351,0,83,0
58,1433,9,18,1
49,1637,7,84,1
23,1504,7,30,1
34,452,7,65,1
26,218,2,24,0
47,911,5,88,0
5,1955,6,47,1
20,1359,8,83,1
6,422,4,94,0
70,202,8,90,1
59,1459,5,44,0
64,1053,9,29,1
18,1688,9,77,1
4,427,9,68,1
17,1112,3,17,1
14,1877,0,97,1
13,698,0,5,1
7,720,9,92,1
44,901,4,88,0
15,1116,2,81,0
19,1900,4,50,1
63,1362,4,40,0
35,1499,0,46,0
35,490,7,51,1
19,1276,4,11,1
20,1910,4,12,1
35,1333,8,13,1
32,914,7,64,1
48,1147,0,8,1
44,847,2,65,0
24,1227,6,9,1
61,1890,0,92,1
17,883,0,2,1
71,1069,4,78,0
50,1270,8,13,1
65,293,5,2,1
32,1139,9,68,1
36,759,1,76,0
13,1975,8,48,1
70,412,5,74,0
58,635,4,3,1
14,1051,4,68,0
37,707,2,6,1
68,1035,5,87,0
40,850,3,5,1
59,404,9,3,1
16,580,1,10,1
62,1296,2,43,0
4,1739,8,19,1
45,1299,8,14,1
28,276,5,21,0
66,1015,9,43,1
31,967,9,28,1
3,609,8,21,1
8,1837,3,36,1
24,305,4,24,0
15,750,9,54,1
43,1699,5,38,1
31,1025,8,17,1
45,1498,4,22,0
66,287,7,83,1
8,1946,0,45,1
71,1080,4,74,0
57,1300,9,61,1
30,1300,0,11,1
18,1665,9,61,1
69,739,5,38,0
39,444,6,66,1
60,777,4,33,0
43,1605,0,43,1
45,1181,5,31,0
23,916,9,35,1
69,1793,4,37,1
6,1936,5,47,1
56,1960,9,23,1
4,341,6,36,1
23,1092,6,40,1
6,1591,1,90,1
32,1307,2,89,0
18,1366,5,81,0
15,551,2,15,1
40,744,1,37,0
6,1112,3,4,1
63,351,4,22,0
67,1381,9,81,1
11,1669,8,22,1
43,852,2,81,0
17,1157,2,78,0
4,962,5,78,0
63,1526,4,17,1
68,823,5,72,0
41,855,6,98,1
5,649,2,90,0
32,920,4,94,0
70,1447,7,86,1
35,242,3,80,0
22,463,9,94,1
65,1979,1,80,1
22,1226,3,38,0
11,1860,1,24,1
3,1491,2,99,0
9,795,3,6,1
60,1239,3,68,0
14,1557,9,82,1
18,1687,8,6,1
23,1282,9,26,1
47,1212,5,91,0
69,376,8,41,1
47,262,3,75,0
30,1157,8,38,1
25,1202,8,80,1
28,760,5,83,0
25,1530,4,43,1
58,1469,2,53,0
41,1512,4,15,1
25,1154,2,90,0
48,1555,4,56,1
10,1750,4,56,1
11,1049,1,31,0
21,1478,8,83,1
45,803,6,57,1
7,1733,5,51,1
64,1941,4,24,1
64,805,3,58,0
2,1960,7,73,1
42,1029,1,87,0
54,1686,7,4,1
16,1422,0,10,1
18,1494,9,63,1
59,945,0,73,0
16,757,2,83,0
6,263,4,15,1
57,1453,5,98,0
47,1141,3,63,0
48,448,6,19,1
42,1469,6,63,1
60,1139,1,56,0
4,1810,1,21,1
2,356,1,34,0
59,934,1,17,1
27,1925,8,18,1
27,1184,4,81,0
7,1787,7,66,1
63,1311,4,51,0
46,1536,4,65,1
63,1289,0,43,0
12,861,5,57,0
13,1243,3,10,1
43,232,2,37,0
17,757,5,48,0
63,272,1,69,0
36,1024,7,56,1
8,1566,0,76,1
69,1356,8,36,1
36,1278,7,31,1
28,260,0,55,0
47,1743,9,38,1
30,471,8,73,1
23,445,1,90,0
16,1399,2,15,1
14,827,1,16,1
71,1540,7,77,1
52,904,1,89,0
37,861,9,94,1
29,1354,1,53,0
67,1325,0,56,0
15,509,6,7,1
47,1515,1,57,1
46,1945,9,55,1
52,694,4,52,0
19,1584,4,4,1
21,537,2,43,0
64,778,2,40,0
37,209,2,30,0
27,248,5,10,1
55,1710,3,94,1
29,822,2,7,1
20,1544,1,36,1
25,930,2,35,0
70,1792,3,88,1
63,994,5,39,0
36,1170,3,36,0
2,1848,7,20,1
22,332,2,49,0
16,1806,2,96,1
18,282,2,59,0
69,256,7,49,1
54,575,3,90,0
30,548,0,26,0
45,470,1,36,0
19,1706,9,43,1
34,310,1,99,0
13,1068,2,43,0
43,1086,5,99,0
62,275,7,76,1
22,1381,0,33,0
52,1755,8,78,1
52,1866,0,97,1
36,528,9,45,1
19,321,1,45,0
38,240,2,88,0
70,1390,6,15,1
57,1121,8,95,1
20,841,2,17,1
9,1246,7,12,1
32,478,8,22,1
4,962,9,23,1
50,668,6,90,1
5,1623,3,78,1
20,208,3,12,1
37,212,3,68,0
22,1123,5,51,0
58,1122,3,13,1
68,1275,4,57,0
44,1432,8,55,1
34,1773,6,82,1
42,1835,7,28,1
9,1928,4,44,1
7,1625,4,19,1
68,1414,6,46,1
19,1274,7,3,1
31,1616,8,83,1
35,852,1,20,0
57,1903,2,25,1
61,820,1,75,0
31,1942,9,56,1
53,1523,6,81,1
32,1845,1,61,1
66,395,1,55,0
59,616,1,35,0
10,863,3,78,0
2,1643,0,59,1
66,1978,1,39,1
60,1863,2,57,1
17,1840,6,83,1
16,1745,9,67,1
16,1579,0,34,1
46,347,5,41,0
39,1200,2,22,0
31,1588,2,27,1
1,563,3,21,0
11,1875,3,41,1
4,1925,6,31,1
71,601,2,27,0
26,805,7,37,1
50,1715,7,66,1
12,428,6,54,1
65,1798,1,9,1
47,736,4,83,0
53,467,5,42,0
71,1628,9,36,1
2,1234,3,10,1
24,1543,9,59,1
4,1936,4,40,1
19,325,8,54,1
26,505,6,39,1
40,1925,1,7,1
50,1734,0,4,1
43,1312,1,15,1
67,1578,2,76,1
12,827,1,48,0
67,1575,2,6,1
27,888,9,73,1
54,1237,8,35,1
66,1480,3,72,0
49,1432,8,71,1
16,480,2,68,0
2,642,0,58,0
60,1036,4,77,0
54,588,9,19,1
30,816,9,62,1
38,1706,1,71,1
28,346,3,10,1
25,1502,1,25,1
10,720,1,44,0
60,829,2,99,0
42,1829,4,58,1
40,633,3,25,0
42,343,1,93,0
47,488,9,76,1
37,1609,1,40,1
22,213,5,76,0
57,456,6,70,1
27,1569,9,10,1
41,1921,5,66,1
34,1568,6,25,1
32,1623,0,71,1
66,1430,5,87,0
12,1057,2,11,1
40,1142,0,36,0
10,1395,7,49,1
48,663,3,48,0
20,469,9,87,1
39,1444,7,7,1
60,1375,9,91,1
66,822,3,77,0
65,1406,3,51,0
51,1622,9,17,1
36,271,3,32,0
24,1641,5,26,1
27,1506,8,22,1
2,273,4,13,1
31,554,9,12,1
57,1950,7,71,1
66,696,7,1,1
29,1551,3,33,1
15,1187,9,14,1
12,1758,8,64,1
28,779,8,43,1
24,1109,4,58,0
21,1670,5,41,1
10,572,4,81,0
18,561,2,68,0
14,292,7,39,1
34,1544,8,1,1
58,523,3,41,0
22,583,8,45,1
70,774,8,88,1
36,935,6,98,1
45,936,7,98,1
36,545,2,88,0
22,1326,4,79,0
61,1438,2,81,0
56,1415,6,13,1
33,1895,5,71,1
45,918,2,9,1
36,980,8,63,1
20,1219,0,99,0
18,1417,9,23,1
38,1603,2,54,1
67,1626,9,47,1
23,863,6,39,1
16,1972,2,87,1
59,799,2,26,0
69,210,1,1,1
68,386,8,14,1
21,925,3,96,0
70,1238,9,74,1
12,977,5,65,0
16,1520,1,69,1
14,610,8,67,1
61,1155,6,49,1
71,784,9,50,1
46,1275,4,58,0
32,1863,6,53,1
15,1251,3,91,0
44,776,9,57,1
17,1240,6,86,1
41,1574,1,18,1
54,1651,6,16,1
44,1873,3,2,1
5,1452,3,13,1
27,1989,0,45,1
43,1188,2,80,0
31,1433,4,72,0
17,1654,4,43,1
54,1517,1,72,1
62,942,3,54,0
32,1976,0,74,1
40,1805,8,97,1
13,1327,0,31,0
35,403,5,76,0
5,1276,6,9,1
29,1173,2,73,0
70,1139,0,48,0
25,1598,6,18,1
22,1277,2,94,0
66,1499,9,96,1
45,1558,5,87,1
69,1254,5,11,1
1,1358,3,62,0
44,1281,5,84,0
39,304,9,19,1
54,1489,3,90,0
29,1745,7,74,1
54,1719,8,24,1
16,452,1,13,1
20,494,6,46,1
46,867,8,53,1
67,1381,8,98,1
65,748,4,29,0
58,830,0,36,0
53,1290,5,71,0
1,1977,7,94,1
66,498,0,17,1
29,1686,1,48,1
70,1948,0,77,1
8,300,4,24,0
29,1279,1,54,0
51,531,9,95,1
33,1035,9,91,1
3,1974,3,85,1
60,592,0,1,1
35,1966,6,79,1
69,1073,7,67,1
20,580,4,6,1
39,291,1,78,0
4,646,7,55,1
19,308,0,38,0
45,516,6,33,1
43,1391,0,8,1
13,1658,5,90,1
13,641,5,79,0
60,417,4,78,0
57,1445,1,20,0
52,872,1,55,0
53,1751,8,48,1
43,477,4,83,0
42,1208,4,56,0
26,768,6,97,1
23,1797,5,88,1
43,1209,1,10,1
28,1074,0,52,0
9,665,4,50,0
20,1038,3,34,0
56,953,2,36,0
39,1825,1,61,1
51,1807,9,16,1
12,1037,1,79,0
55,229,3,18,1
11,558,1,71,0
26,1511,3,47,1
42,285,2,86,0
27,1457,8,32,1
11,946,6,43,1
38,512,2,83,0
43,564,7,40,1
19,1104,8,65,1
64,1492,6,35,1
6,897,5,69,0
46,330,3,50,0
42,1002,4,12,1
65,988,7,76,1
59,550,2,85,0
52,379,1,58,0
47,1703,2,83,1
7,1386,6,63,1
11,1319,7,73,1
61,973,0,49,0
68,709,6,36,1
25,564,8,54,1
12,1180,2,47,0
26,552,2,32,0
12,999,7,99,1
43,1659,3,95,1
51,1306,7,53,1
37,1448,4,32,0
46,611,2,62,0
53,934,3,37,0
13,1180,3,96,0
54,317,7,38,1
57,681,5,30,0
4,391,6,58,1
49,790,8,32,1
7,789,5,66,0
11,858,2,51,0
54,306,2,11,1
45,581,2,59,0
23,982,9,20,1
28,589,1,37,0
57,443,0,73,0
26,784,9,49,1
25,1068,0,19,1
54,667,3,55,0
29,1065,2,40,0
36,1133,4,7,1
14,1761,8,5,1
35,1433,7,42,1
30,803,8,88,1
17,1860,4,48,1
67,1214,7,7,1
30,1296,3,11,1
45,1858,4,73,1
51,1532,2,49,1
47,1919,4,30,1
53,1922,2,41,1
64,1933,4,3,1
38,1813,4,86,1
64,1059,5,40,0
7,1409,8,51,1
22,1476,0,84,0
41,212,9,32,1
10,498,5,48,0
57,1299,0,71,0
7,1274,5,71,0
50,986,1,20,0
52,348,7,89,1
33,1954,2,35,1
1,321,9,24,1
53,1434,5,40,0
60,1503,5,77,1
34,737,3,52,0
4,1908,4,39,1
17,1379,1,68,0
4,1461,9,61,1
43,575,9,76,1
4,281,7,81,1
1,691,9,65,1
71,555,6,62,1
50,1124,9,81,1
61,1496,5,2,1
35,1803,6,6,1
8,1267,0,75,0
24,1204,4,43,0
36,1796,6,82,1
50,322,0,40,0
43,1572,1,89,1
27,907,8,39,1
32,529,2,28,0
18,1632,5,80,1
28,1190,6,63,1
29,522,8,64,1
16,1334,4,12,1
47,969,3,41,0
59,1312,1,29,0
31,632,2,23,0
4,909,4,85,0
37,993,1,80,0
17,911,3,51,0
39,1322,0,45,0
48,738,3,90,0
46,800,6,22,1
48,1369,2,10,1
39,1917,9,7,1
4,456,7,73,1
30,1412,5,89,0
30,1463,5,15,1
22,1070,0,77,0
66,1098,4,46,0
12,1726,2,90,1
36,1931,9,85,1
18,1008,0,87,0
53,876,7,61,1
71,470,6,92,1
1,1743,6,61,1
58,749,9,51,1
6,1337,9,38,1
70,1562,9,12,1
44,767,3,88,0
24,1185,5,77,0
19,558,8,66,1
18,1873,2,54,1
30,1837,8,39,1
42,1557,3,76,1
33,1912,4,39,1
12,1392,6,78,1
27,1562,5,30,1
39,997,9,48,1
9,1484,7,83,1
21,1086,7,31,1
29,1958,7,25,1
33,1422,2,68,0
62,410,9,51,1
15,486,5,13,1
2,1915,6,63,1
52,1985,8,42,1
44,942,9,54,1
54,1695,9,67,1
18,1705,3,80,1
3,1246,4,90,0
7,1783,7,56,1
43,1332,0,19,1
38,495,5,46,0
37,205,3,15,1
58,749,4,32,0
33,880,4,49,0
59,994,1,21,0
11,402,7,65,1
68,524,1,70,0
68,1024,3,27,0
22,443,4,23,0
66,526,0,47,0
44,1186,5,95,0
6,1270,1,12,1
42,960,4,85,0
25,1814,5,66,1
57,1845,7,5,1
55,1236,8,9,1
16,1106,5,20,0
14,1603,4,82,1
39,564,3,63,0
28,1825,1,86,1
51,1565,1,72,1
49,1444,6,98,1
9,272,4,73,0
58,1969,6,71,1
45,1995,0,30,1
22,1848,0,82,1
32,1269,4,91,0
69,1727,1,16,1
69,473,7,85,1
42,1778,2,5,1
53,407,0,29,0
59,1838,1,47,1
39,323,9,22,1
15,1233,9,78,1
71,1552,6,57,1
29,1410,5,83,0
3,742,7,35,1
10,1891,6,88,1
29,259,9,60,1
35,1984,7,70,1
6,1098,2,60,0
12,1085,5,58,0
38,981,6,3,1
19,641,9,34,1
67,1440,0,45,0
8,1110,0,50,0
8,1225,6,2,1
47,1759,2,15,1
4,1941,2,37,1
51,1031,4,15,1
67,1207,5,60,0
45,1934,1,96,1
8,1579,2,85,1
16,825,5,64,0
67,1890,2,81,1
9,1388,4,98,0
60,1197,8,96,1
71,933,2,52,0
15,290,5,23,0
71,366,4,99,0
41,1158,4,37,0
22,406,5,41,0
24,1505,5,57,1
44,1288,0,97,0
1,715,8,25,1
10,1380,4,37,0
56,1984,0,40,1
50,1992,7,85,1
12,946,6,46,1
60,505,6,60,1
26,594,4,98,0
41,1297,0,19,1
36,386,8,91,1
23,1797,8,9,1
43,1560,7,69,1
6,1899,4,5,1
69,1791,2,89,1
43,822,7,26,1
25,929,0,19,1
18,439,2,30,0
62,732,6,48,1
13,340,3,16,1
43,1488,6,71,1
28,338,4,18,1
18,658,5,56,0
59,269,6,21,1
60,584,9,31,1
63,829,6,1,1
57,397,6,3,1
51,404,6,95,1
56,1949,6,25,1
27,767,2,8,1
32,1181,2,65,0
9,1004,6,62,1
68,1910,1,7,1
46,1058,1,7,1
67,1081,2,8,1
26,1173,3,19,1
8,839,5,17,1
6,1654,7,11,1
24,524,9,49,1
48,641,9,11,1
45,1003,6,41,1
13,487,3,62,0
69,425,1,52,0
25,1287,1,66,0
20,1166,3,68,0
66,1137,5,92,0
45,759,2,97,0
47,913,5,75,0
63,697,4,67,0
55,1048,4,40,0
19,1125,1,5,1
35,259,7,85,1
53,1620,4,22,1
26,456,1,37,0
14,776,6,11,1
45,438,8,44,1
44,237,8,86,1
65,224,0,53,0
51,609,6,77,1
43,660,8,61,1
23,1794,5,67,1
56,1187,0,13,1
19,1640,1,92,1
55,556,3,11,1
60,582,3,11,1
59,1381,1,85,0
33,768,7,85,1
19,1656,1,7,1
28,1271,2,17,1
52,1551,3,48,1
49,632,8,14,1
37,1654,9,63,1
26,255,0,64,0
40,776,7,97,1
38,467,4,75,0
54,268,6,77,1
22,1951,7,65,1
16,1101,4,34,0
28,1824,7,9,1
35,1672,9,77,1
60,992,7,37,1
